Wall time,Step,Value
1648666053.487554,0,0.07248711585998535
1648666066.2688384,1,0.07678264379501343
1648666091.3382392,2,0.0670103058218956
1648666250.6072226,3,0.07280927896499634
1648666303.574867,4,0.07280927896499634
1648666369.6834452,5,0.0706615149974823
1648666560.2248394,6,0.07227233797311783
1648666651.8834915,7,0.08054123818874359
1648666749.2590618,8,0.07721219956874847
1648666981.7930915,9,0.08376288414001465
1648667108.1922271,10,0.07731958478689194
1648667246.1248615,11,0.07957474142313004
1648667510.524163,12,0.08387027680873871
1648667660.9072237,13,0.08548109978437424
1648667834.8829372,14,0.08365549892187119
1648668125.753065,15,0.08064862340688705
1648668297.6617177,16,0.08891752362251282
1648668494.982181,17,0.08913230150938034
1648668804.40924,18,0.09621993452310562
1648669018.6487443,19,0.07313144207000732
1648669257.112715,20,0.09106529504060745
1648669586.4827278,21,0.09042096138000488
1648669822.3299558,22,0.0914948433637619
1648670066.9321778,23,0.08591065555810928
1648670413.3349166,24,0.07989690452814102
1648670663.8543992,25,0.08268900215625763
1648670951.877557,26,0.08387027680873871
1648671346.089402,27,0.08086340129375458
1648671657.5017564,28,0.08795103430747986
1648671980.0190814,29,0.08462199568748474
1648672421.8915865,30,0.078823022544384
1648672753.9977684,31,0.08172250539064407
1648673071.1171696,32,0.07871563732624054
1648673471.2944913,33,0.08526632189750671
1648673816.3489707,34,0.09224656224250793
1648674137.444715,35,0.07721219956874847
1648674564.6998975,36,0.08258161693811417
1648674956.222129,37,0.08934707939624786
1648675309.3623326,38,0.08956185728311539
1648675769.2670186,39,0.08494415879249573
1648676161.6181345,40,0.08827319741249084
1648676569.9129345,41,0.08258161693811417
1648677041.1838818,42,0.08311855792999268
1648677424.5592668,43,0.08623281866312027
1648677792.8810356,44,0.08376288414001465
1648678278.135175,45,0.077426977455616
1648678668.8152018,46,0.08827319741249084
1648679093.8579025,47,0.08687714487314224
1648679612.1739151,48,0.08741408586502075
1648680079.0159342,49,0.08365549892187119
1648680510.7945545,50,0.07989690452814102
1648680975.7548392,51,0.07731958478689194
1648681381.3736298,52,0.08129295706748962
1648681801.4306386,53,0.08354810625314713
1648682315.8082886,54,0.08215206116437912
1648682804.3077857,55,0.08365549892187119
1648683270.3162963,56,0.08322594314813614
1648683787.3113463,57,0.0841924399137497
1648684264.5606313,58,0.08258161693811417
1648684745.3762128,59,0.07839347422122955
1648685287.58023,60,0.0796821340918541
1648685810.622183,61,0.078823022544384
1648686335.796668,62,0.0782860815525055
1648686902.6368237,63,0.07624570280313492
1648687469.4832346,64,0.0782860815525055
1648688012.903323,65,0.08827319741249084
1648688648.3972254,66,0.08172250539064407
1648689226.1556344,67,0.0765678659081459
1648689783.447313,68,0.08172250539064407
1648690443.9902775,69,0.0914948433637619
1648690983.7351587,70,0.08150773495435715
1648691552.4963856,71,0.077426977455616
1648692226.005771,72,0.0720575600862503
1648692798.5889332,73,0.07807130366563797
1648693392.302258,74,0.07399054616689682
1648694117.1558652,75,0.08225945383310318
1648694697.7345665,76,0.08054123818874359
1648695350.3160632,77,0.07774914056062698
1648696020.4964428,78,0.07334621995687485
1648696643.061076,79,0.07710481435060501
1648697261.3677237,80,0.07495704293251038
1648697931.9877129,81,0.08795103430747986
1648698553.5518596,82,0.08011168241500854
1648699126.0032792,83,0.07689003646373749
1648699760.5362303,84,0.07474226504564285
1648700396.9569917,85,0.0796821340918541
1648701041.2165732,86,0.07474226504564285
1648701694.5097575,87,0.07785652577877045
1648702424.7595887,88,0.08000429719686508
1648703167.0680668,89,0.07162800431251526
1648703868.7029312,90,0.0810781791806221
1648704498.2573256,91,0.07495704293251038
1648705246.4425595,92,0.07076890021562576
1648706016.106192,93,0.08075601607561111
1648706701.7960248,94,0.08236683905124664
1648707361.8200505,95,0.0847293809056282
1648708159.2026827,96,0.08526632189750671
1648708874.5508075,97,0.0847293809056282
1648709605.116033,98,0.08043384552001953
1648710464.8950708,99,0.07893041521310806
1648711168.6339917,100,0.07613831758499146
1648711930.9160302,101,0.07635309547185898
1648712716.1132228,102,0.07678264379501343
1648713405.1988614,103,0.0810781791806221
1648714067.0098171,104,0.07774914056062698
1648714840.47233,105,0.07646048069000244
1648715617.8851445,106,0.0833333358168602
1648716393.206207,107,0.08999140560626984
1648717308.5386767,108,0.07753436267375946
1648718042.6550782,109,0.0796821340918541
1648718822.3943,110,0.0729166641831398
1648719632.3253946,111,0.07248711585998535
1648720451.3310947,112,0.07012457400560379
1648721242.760604,113,0.08258161693811417
1648722124.3667965,114,0.08097079396247864
1648722918.8632293,115,0.08634020388126373
1648723761.3514166,116,0.08258161693811417
1648724832.7300308,117,0.08655498176813126
1648725778.385378,118,0.07474226504564285
1648726670.043107,119,0.07592353969812393
1648727696.1422894,120,0.06980240345001221
1648728599.525414,121,0.07731958478689194
1648729553.0343468,122,0.07731958478689194
1648730572.148978,123,0.08140034228563309
1648731509.873981,124,0.07549398392438889
1648732461.4110274,125,0.08064862340688705
1648733468.963155,126,0.07978951930999756
1648734404.135548,127,0.07807130366563797
1648735311.7859735,128,0.0819372832775116
1648736370.7296374,129,0.07366838306188583
1648737223.23597,130,0.07667525857686996
1648738144.6297624,131,0.07957474142313004
1648739101.4414792,132,0.07463487982749939
1648740091.1832333,133,0.08215206116437912
1648740941.6647394,134,0.07388316094875336
1648741951.7448874,135,0.0765678659081459
1648742847.2769794,136,0.07195017486810684
1648743825.831379,137,0.07195017486810684
1648745041.3180342,138,0.07699742168188095
1648746098.66719,139,0.07345360517501831
1648747167.044919,140,0.07989690452814102
1648748303.929823,141,0.07774914056062698
1648749286.726125,142,0.07753436267375946
1648750343.193553,143,0.07678264379501343
1648751395.1454577,144,0.07753436267375946
1648752397.8065631,145,0.08150773495435715
1648753492.1566272,146,0.07248711585998535
1648754609.6346116,147,0.07935996353626251
1648755679.6662045,148,0.07302405685186386
1648756685.0901847,149,0.08118556439876556
1648757736.9573166,150,0.07946735620498657
1648758855.8652391,151,0.07345360517501831
1648759956.564715,152,0.08172250539064407
1648761059.618737,153,0.07538659870624542
1648762001.4826972,154,0.07527920603752136
1648763175.5714352,155,0.0819372832775116
1648764293.389011,156,0.07570876181125641
1648765476.1959646,157,0.08075601607561111
1648766489.0610018,158,0.0737757757306099
1648767581.1381533,159,0.07635309547185898
1648768672.4567482,160,0.07452749460935593
1648769745.5092442,161,0.0847293809056282
1648770980.1750412,162,0.07495704293251038
1648772129.8149009,163,0.07506443560123444
1648773329.8632414,164,0.0720575600862503
1648774432.861141,165,0.07270189374685287
1648775616.2922556,166,0.0819372832775116
1648776782.3849108,167,0.0824742242693901
1648777835.7997732,168,0.08000429719686508
1648778805.717307,169,0.08354810625314713
1648779750.8648238,170,0.08054123818874359
1648780899.0209165,171,0.08279639482498169
1648781924.595064,172,0.07399054616689682
1648783093.6225026,173,0.08354810625314713
1648784228.1915786,174,0.07839347422122955
1648785321.8196099,175,0.07957474142313004
1648786428.2261164,176,0.07044673711061478
1648787724.3290386,177,0.08054123818874359
1648789012.2479455,178,0.07334621995687485
1648790325.4347486,179,0.07667525857686996
