Wall time,Step,Value
1647357156.4853568,0,0.10087671875953674
1647357172.546482,1,0.10152614116668701
1647357195.624308,2,0.09654724597930908
1647357438.3705645,3,0.09589782357215881
1647357474.0487084,4,0.10531442612409592
1647357516.8533735,5,0.0967637225985527
1647357776.3369505,6,0.09719666838645935
1647357829.2455454,7,0.09611430019140244
1647357890.1325622,8,0.097629614174366
1647358134.5357084,9,0.10509795695543289
1647358210.1669452,10,0.09611430019140244
1647358286.739224,11,0.09990258514881134
1647358544.850685,12,0.0948154553771019
1647358626.2487519,13,0.1004437729716301
1647358716.6006083,14,0.0994696393609047
1647359001.216978,15,0.10152614116668701
1647359101.5630465,16,0.10228379815816879
1647359211.6527898,17,0.1004437729716301
1647359511.6092153,18,0.10001082718372345
1647359632.1738918,19,0.09535664319992065
1647359762.153807,20,0.10001082718372345
1647360075.1377738,21,0.09503193199634552
1647360205.9071293,22,0.09438250958919525
1647360328.2796926,23,0.09827903658151627
1647360675.301221,24,0.10076848417520523
1647360811.9014995,25,0.10293322056531906
1647360974.8978026,26,0.09784609079360962
1647361325.5398943,27,0.0948154553771019
1647361480.2055318,28,0.09654724597930908
1647361648.5106049,29,0.09795432537794113
1647362012.8543653,30,0.09752137959003448
1647362184.984862,31,0.10174261033535004
1647362360.3831518,32,0.09914492815732956
1647362698.159314,33,0.09990258514881134
1647362863.056584,34,0.09914492815732956
1647363022.3918169,35,0.10401558876037598
1647363364.4820096,36,0.10087671875953674
1647363524.6857376,37,0.09936140477657318
1647363696.5692894,38,0.10185085237026215
1647364040.4512253,39,0.09708842635154724
1647364215.0875154,40,0.10087671875953674
1647364405.644816,41,0.09622253477573395
1647364770.4302516,42,0.10217556357383728
1647364971.316531,43,0.09524840116500854
1647365176.4339907,44,0.09643901139497757
1647365536.6410298,45,0.10120142996311188
1647365740.1247854,46,0.10066024214029312
1647365948.9969254,47,0.09784609079360962
1647366305.216559,48,0.09817079454660416
1647366510.6575754,49,0.09849550575017929
1647366719.430095,50,0.09600605815649033
1647367077.8382816,51,0.09773784875869751
1647367295.9434988,52,0.10174261033535004
1647367518.5921652,53,0.09654724597930908
1647367891.7468643,54,0.0966554805636406
1647368133.5237985,55,0.10347440093755722
1647368375.6542816,56,0.09741313755512238
1647368757.1561294,57,0.09925316274166107
1647368974.2022295,58,0.10174261033535004
1647369237.3154783,59,0.09687195718288422
1647369643.2749095,60,0.10001082718372345
1647369909.003884,61,0.10185085237026215
1647370146.2035081,62,0.09979435056447983
1647370530.3927767,63,0.09633076936006546
1647370763.422176,64,0.09968611598014832
1647371039.5233276,65,0.09849550575017929
1647371445.6878915,66,0.09925316274166107
1647371706.1782603,67,0.09914492815732956
1647371974.484271,68,0.1052061915397644
1647372355.2907102,69,0.0994696393609047
1647372610.542411,70,0.10001082718372345
1647372867.5532846,71,0.10250026732683182
1647373309.4678051,72,0.09730490297079086
1647373577.1780965,73,0.09871198236942291
1647373861.354717,74,0.10304145514965057
1647374273.9649942,75,0.10055200755596161
1647374537.954569,76,0.10206732153892517
1647374822.5337508,77,0.09741313755512238
1647375275.3330414,78,0.09903669357299805
1647375597.4427247,79,0.09330014139413834
1647375917.2105186,80,0.10498971492052078
1647376372.4240463,81,0.10369087755680084
1647376661.359685,82,0.09936140477657318
1647377026.410898,83,0.10206732153892517
1647377507.1688502,84,0.09546487778425217
1647377832.8413723,85,0.09514016658067703
1647378176.1675782,86,0.09784609079360962
1647378662.0439878,87,0.09817079454660416
1647378978.8353314,88,0.10304145514965057
1647379326.800091,89,0.09979435056447983
1647379829.8991714,90,0.1004437729716301
1647380182.7072,91,0.09817079454660416
1647380540.096589,92,0.09817079454660416
1647381027.611562,93,0.09654724597930908
1647381393.375196,94,0.09438250958919525
1647381743.2538183,95,0.09903669357299805
1647382253.531702,96,0.10195908695459366
1647382629.136707,97,0.09795432537794113
1647383009.2744515,98,0.10369087755680084
1647383568.1658537,99,0.10390734672546387
1647383956.1281068,100,0.10401558876037598
1647384324.4443464,101,0.10347440093755722
1647384850.7268283,102,0.10282497853040695
1647385282.5239255,103,0.10022729635238647
1647385662.6708443,104,0.09524840116500854
1647386184.1611826,105,0.10163437575101852
1647386601.3731945,106,0.10856153070926666
1647387000.9677775,107,0.1014178991317749
1647387555.2798862,108,0.10087671875953674
1647387970.9214833,109,0.10195908695459366
1647388379.6640797,110,0.10434029996395111
1647388975.9516158,111,0.09557311236858368
1647389422.7306862,112,0.09795432537794113
1647389876.164237,113,0.0948154553771019
1647390482.0168655,114,0.09979435056447983
1647390924.1870024,115,0.09654724597930908
1647391358.7971718,116,0.10596384853124619
1647391950.3479078,117,0.09892845898866653
1647392391.202444,118,0.10033553093671799
1647392815.869405,119,0.0948154553771019
1647393364.727005,120,0.09589782357215881
1647393829.6014595,121,0.10076848417520523
1647394239.3600838,122,0.09622253477573395
1647394821.8469338,123,0.09622253477573395
1647395282.325858,124,0.1032579317688942
1647395737.8003953,125,0.0966554805636406
1647396348.9655106,126,0.10585561394691467
1647396860.6372104,127,0.09979435056447983
1647397253.9763575,128,0.09557311236858368
1647397877.2423365,129,0.0957895889878273
1647398387.6335692,130,0.09979435056447983
1647398898.7543974,131,0.0966554805636406
1647399488.189472,132,0.10672150552272797
1647399958.4320924,133,0.09557311236858368
1647400443.5128381,134,0.09611430019140244
1647401112.099493,135,0.10001082718372345
1647401597.442944,136,0.10120142996311188
1647402059.6601505,137,0.09459898620843887
1647402676.1530492,138,0.09806255996227264
1647403141.0648284,139,0.10109319537878036
1647403677.257592,140,0.0948154553771019
1647404291.07997,141,0.09838727116584778
1647404826.6436963,142,0.0948154553771019
1647405336.9138603,143,0.10109319537878036
1647405928.617893,144,0.09903669357299805
1647406433.798412,145,0.10174261033535004
1647406969.3022935,146,0.1004437729716301
1647407623.4271462,147,0.09741313755512238
1647408181.2185028,148,0.09871198236942291
1647408734.6492403,149,0.0994696393609047
1647409352.0376122,150,0.10195908695459366
1647409852.5839899,151,0.09698019176721573
1647410400.1693113,152,0.09871198236942291
1647411030.1532278,153,0.10033553093671799
1647411663.2158027,154,0.09773784875869751
1647412221.4511368,155,0.10379911214113235
1647412897.558118,156,0.10001082718372345
1647413455.23338,157,0.0995778739452362
1647414025.6669972,158,0.09882021695375443
1647414706.8909194,159,0.09719666838645935
1647415314.0040581,160,0.10250026732683182
1647415875.636242,161,0.09849550575017929
1647416642.6837,162,0.10314968973398209
1647417225.349771,163,0.09838727116584778
1647417830.6281075,164,0.09979435056447983
1647418551.2023013,165,0.09882021695375443
1647419130.0626256,166,0.10087671875953674
1647419673.015427,167,0.10087671875953674
1647420398.6751986,168,0.09741313755512238
1647420962.798503,169,0.10877800732851028
1647421597.0210853,170,0.10217556357383728
1647422311.3266578,171,0.1023920327425003
1647422902.8098338,172,0.10033553093671799
1647423491.317101,173,0.10001082718372345
1647424221.533569,174,0.09903669357299805
1647424822.7386003,175,0.1052061915397644
1647425455.3611574,176,0.09546487778425217
1647426218.423439,177,0.10369087755680084
1647426824.056839,178,0.097629614174366
1647427446.2165606,179,0.09427427500486374
1647428170.0386863,180,0.10152614116668701
1647428727.4777153,181,0.10412382334470749
1647429339.306407,182,0.10098495334386826
1647430003.734615,183,0.10076848417520523
1647430602.7773926,184,0.09784609079360962
1647431235.4304996,185,0.0995778739452362
