Wall time,Step,Value
1648666053.4980903,0,0.06880000233650208
1648666066.2690055,1,0.16019999980926514
1648666091.3385363,2,0.9312000274658203
1648666250.607431,3,0.8921999931335449
1648666303.5750418,4,0.49970000982284546
1648666369.683747,5,0.9312000274658203
1648666560.2250137,6,0.3783000111579895
1648666651.883782,7,0.12720000743865967
1648666749.2593374,8,0.12729999423027039
1648666981.7932725,9,0.10339999943971634
1648667108.192451,10,0.06930000334978104
1648667246.1250496,11,0.25529998540878296
1648667510.5243528,12,0.8215000033378601
1648667660.907518,13,0.1273999959230423
1648667834.8832269,14,0.7250999808311462
1648668125.7532628,15,0.9186000227928162
1648668297.6619265,16,0.8984000086784363
1648668494.9825037,17,0.8314999938011169
1648668804.409417,18,0.7735000252723694
1648669018.6489115,19,0.7109000086784363
1648669257.1133292,20,0.8596000075340271
1648669586.4828875,21,0.6859999895095825
1648669822.3302534,22,0.44999998807907104
1648670066.932349,23,0.76910001039505
1648670413.3351061,24,0.8712000250816345
1648670663.8546255,25,0.5947999954223633
1648670951.8777416,26,0.7167999744415283
1648671346.0896149,27,0.2574999928474426
1648671657.5019622,28,0.6402000188827515
1648671980.0192842,29,0.691100001335144
1648672421.8918083,30,0.5188999772071838
1648672753.997965,31,0.7440999746322632
1648673071.11745,32,0.36910000443458557
1648673471.294765,33,0.4156000018119812
1648673816.3492362,34,0.7034000158309937
1648674137.4449258,35,0.27730000019073486
1648674564.7000954,36,0.859499990940094
1648674956.2223234,37,0.10010000318288803
1648675309.3624976,38,0.10419999808073044
1648675769.2672176,39,0.6633999943733215
1648676161.618357,40,0.4359999895095825
1648676569.9131005,41,0.6050999760627747
1648677041.1840394,42,0.574999988079071
1648677424.5594394,43,0.8199999928474426
1648677792.8813188,44,0.8432999849319458
1648678278.1353958,45,0.7222999930381775
1648678668.815404,46,0.12860000133514404
1648679093.8581164,47,0.11890000104904175
1648679612.1741128,48,0.7781999707221985
1648680079.0162158,49,0.859000027179718
1648680510.794743,50,0.9311000108718872
1648680975.7551165,51,0.39879998564720154
1648681381.3738406,52,0.4749999940395355
1648681801.4309168,53,0.5063999891281128
1648682315.808473,54,0.5814999938011169
1648682804.3079848,55,0.7013999819755554
1648683270.3165174,56,0.553600013256073
1648683787.3115466,57,0.22190000116825104
1648684264.5608215,58,0.17190000414848328
1648684745.3764307,59,0.421099990606308
1648685287.5805135,60,0.8529999852180481
1648685810.6223845,61,0.3555999994277954
1648686335.7968671,62,0.7796000242233276
1648686902.636995,63,0.6967999935150146
1648687469.4834504,64,0.27570000290870667
1648688012.9035234,65,0.10660000145435333
1648688648.397545,66,0.4551999866962433
1648689226.1558228,67,0.573199987411499
1648689783.44753,68,0.1200999990105629
1648690443.990465,69,0.8895000219345093
1648690983.7353516,70,0.43779999017715454
1648691552.4965677,71,0.8547000288963318
1648692226.0060444,72,0.6809999942779541
1648692798.5891445,73,0.6542999744415283
1648693392.3025386,74,0.6859999895095825
1648694117.1560326,75,0.8220000267028809
1648694697.73479,76,0.5515999794006348
1648695350.3162882,77,0.6492999792098999
1648696020.4967372,78,0.6951000094413757
1648696643.0612843,79,0.3061999976634979
1648697261.3679094,80,0.4056999981403351
1648697931.9878883,81,0.3382999897003174
1648698553.5521185,82,0.30239999294281006
1648699126.0034852,83,0.7092999815940857
1648699760.5364354,84,0.7781999707221985
1648700396.9572558,85,0.3849000036716461
1648701041.2167497,86,0.8112000226974487
1648701694.5100236,87,0.6546000242233276
1648702424.7598927,88,0.49470001459121704
1648703167.068417,89,0.39910000562667847
1648703868.7031364,90,0.40790000557899475
1648704498.2575326,91,0.3578000068664551
1648705246.4427328,92,0.3898000121116638
1648706016.1063697,93,0.6338000297546387
1648706701.796203,94,0.6021999716758728
1648707361.8202186,95,0.8808000087738037
1648708159.2028813,96,0.7350999712944031
1648708874.5509753,97,0.09709999710321426
1648709605.1162252,98,0.20110000669956207
1648710464.895375,99,0.289000004529953
1648711168.6341975,100,0.20520000159740448
1648711930.9162068,101,0.4318000078201294
1648712716.1134198,102,0.16339999437332153
1648713405.1990457,103,0.3944999873638153
1648714067.0100093,104,0.44600000977516174
1648714840.472519,105,0.36739999055862427
1648715617.885313,106,0.9036999940872192
1648716393.2063794,107,0.3885999917984009
1648717308.5388784,108,0.4478999972343445
1648718042.6552863,109,0.25220000743865967
1648718822.394517,110,0.6693000197410583
1648719632.3256757,111,0.24300000071525574
1648720451.3313823,112,0.2824000120162964
1648721242.7607863,113,0.19580000638961792
1648722124.3670714,114,0.38589999079704285
1648722918.8634062,115,0.48669999837875366
1648723761.3516986,116,0.8101999759674072
1648724832.730216,117,0.7767000198364258
1648725778.3855693,118,0.5439000129699707
1648726670.0432954,119,0.30090001225471497
1648727696.142479,120,0.6243000030517578
1648728599.5256286,121,0.44269999861717224
1648729553.0345497,122,0.4625000059604645
1648730572.1492682,123,0.33079999685287476
1648731509.874162,124,0.07699999958276749
1648732461.4111967,125,0.16179999709129333
1648733468.9633596,126,0.12809999287128448
1648734404.135847,127,0.5412999987602234
1648735311.7862394,128,0.6154000163078308
1648736370.729803,129,0.24130000174045563
1648737223.2361674,130,0.7972999811172485
1648738144.629972,131,0.7368999719619751
1648739101.4416752,132,0.5997999906539917
1648740091.1834347,133,0.45570001006126404
1648740941.665005,134,0.5285000205039978
1648741951.7450528,135,0.9180999994277954
1648742847.2771704,136,0.5364000201225281
1648743825.8317006,137,0.4952000081539154
1648745041.3182445,138,0.590499997138977
1648746098.6673665,139,0.31529998779296875
1648747167.0450976,140,0.2994999885559082
1648748303.9301162,141,0.31529998779296875
1648749286.7262933,142,0.8830999732017517
1648750343.1939597,143,0.3009999990463257
1648751395.1457398,144,0.4271000027656555
1648752397.8068533,145,0.2567000091075897
1648753492.156822,146,0.4422000050544739
1648754609.6348076,147,0.5407000184059143
1648755679.6664145,148,0.5475000143051147
1648756685.0905426,149,0.18000000715255737
1648757736.9575129,150,0.8101999759674072
1648758855.8654244,151,0.8375999927520752
1648759956.5648937,152,0.2754000127315521
1648761059.6189058,153,0.6966999769210815
1648762001.4828746,154,0.817300021648407
1648763175.5716329,155,0.553600013256073
1648764293.3892748,156,0.7864000201225281
1648765476.1961741,157,0.9236000180244446
1648766489.0611753,158,0.4487999975681305
1648767581.1383388,159,0.8108000159263611
1648768672.4569154,160,0.8539999723434448
1648769745.5093985,161,0.3610999882221222
1648770980.1752353,162,0.5519000291824341
1648772129.8151712,163,0.678600013256073
1648773329.8634121,164,0.33320000767707825
1648774432.8613083,165,0.20270000398159027
1648775616.2925413,166,0.5983999967575073
1648776782.385191,167,0.40959998965263367
1648777835.7999482,168,0.17419999837875366
1648778805.7175045,169,0.8885999917984009
1648779750.8650436,170,0.6549000144004822
1648780899.0211096,171,0.3652999997138977
1648781924.5953643,172,0.7800999879837036
1648783093.622778,173,0.5113999843597412
1648784228.1917326,174,0.41940000653266907
1648785321.819901,175,0.3781999945640564
1648786428.226285,176,0.5820000171661377
1648787724.3293645,177,0.7249000072479248
1648789012.2482123,178,0.7046999931335449
1648790325.434938,179,0.23800000548362732
1648791508.6466188,180,0.13809999823570251
1648792581.903877,181,0.5497999787330627
1648793705.263725,182,0.5386000275611877
1648794925.2085588,183,0.771399974822998
1648796230.026606,184,0.40400001406669617
1648797387.8168595,185,0.8209999799728394
1648798605.7308364,186,0.37630000710487366
1648799861.0207427,187,0.2973000109195709
1648801023.011091,188,0.3944999873638153
1648802278.9939861,189,0.5769000053405762
1648803493.9109554,190,0.8270999789237976
1648804729.1052754,191,0.39590001106262207
1648805994.8047879,192,0.8507000207901001
1648807342.9218976,193,0.2946000099182129
1648808521.1250298,194,0.9215999841690063
1648809891.6171536,195,0.5855000019073486
1648811374.0380738,196,0.5461000204086304
1648812512.0520298,197,0.6234999895095825
1648813914.118103,198,0.4047999978065491
1648815377.8556042,199,0.2736999988555908
1648816777.3116937,200,0.8443999886512756
1648818323.6066966,201,0.744700014591217
1648819847.8756301,202,0.8912000060081482
1648821089.4459386,203,0.36480000615119934
1648822486.2595437,204,0.6398000121116638
1648823714.2550318,205,0.5091999769210815
1648824952.4710586,206,0.6769999861717224
1648826279.3781924,207,0.41609999537467957
1648827590.268338,208,0.29269999265670776
1648828952.8685951,209,0.15289999544620514
1648830419.7845225,210,0.45260000228881836
1648831741.3749423,211,0.27230000495910645
1648833047.0240588,212,0.3158999979496002
1648834435.641502,213,0.42320001125335693
1648835821.229062,214,0.5382000207901001
1648837288.310397,215,0.10670000314712524
1648838800.0147,216,0.36340001225471497
1648840298.3214178,217,0.3977000117301941
1648841629.8561096,218,0.37540000677108765
1648843092.070925,219,0.23090000450611115
1648844412.8070633,220,0.7001000046730042
1648845773.315303,221,0.5110999941825867
1648847183.7566311,222,0.3790000081062317
1648848619.264661,223,0.8011000156402588
1648850046.9461033,224,0.7807999849319458
1648851523.6430368,225,0.7555999755859375
1648853157.1187541,226,0.7184000015258789
1648854539.5533128,227,0.3147999942302704
1648855968.3943439,228,0.3492000102996826
1648857310.2393045,229,0.786899983882904
1648858787.7448344,230,0.7565000057220459
1648860279.7759616,231,0.3562000095844269
1648861900.8763459,232,0.4799000024795532
1648863352.319816,233,0.6194999814033508
1648865015.9386542,234,0.5020999908447266
1648866452.8964236,235,0.6269000172615051
1648867955.1047933,236,0.616100013256073
1648869497.737717,237,0.5418999791145325
1648871035.3868167,238,0.574400007724762
1648872399.4363108,239,0.7949000000953674
1648874033.2275202,240,0.18440000712871552
1648875507.9512203,241,0.7035999894142151
1648877150.637958,242,0.336899995803833
1648878642.4747915,243,0.7418000102043152
1648880287.240813,244,0.3407999873161316
1648881867.162701,245,0.45080000162124634
1648883337.8755157,246,0.8109999895095825
1648884707.9797254,247,0.4129999876022339
1648886150.3993287,248,0.3260999917984009
1648887696.1447337,249,0.6528000235557556
1648889148.7789443,250,0.6033999919891357
1648890437.7576723,251,0.4616999924182892
1648891949.2351513,252,0.3098999857902527
1648893407.306377,253,0.2184000015258789
1648895000.3848119,254,0.41589999198913574
1648896523.1750324,255,0.7038000226020813
1648898181.5445237,256,0.6370999813079834
1648899766.1045556,257,0.6495000123977661
1648901379.8412151,258,0.3346000015735626
1648902974.3987901,259,0.24609999358654022
1648904605.6612444,260,0.7599999904632568
1648906224.5401857,261,0.3165999948978424
1648907741.4212084,262,0.33559998869895935
1648909407.2581837,263,0.8195000290870667
1648910935.7347956,264,0.715399980545044
1648912686.3186991,265,0.3474999964237213
1648914378.065003,266,0.6603000164031982
1648915986.9273608,267,0.39660000801086426
1648917676.4923878,268,0.46880000829696655
1648919328.367255,269,0.7347000241279602
1648920944.1827252,270,0.5843999981880188
1648922497.563329,271,0.3483000099658966
1648924075.8935914,272,0.5324000120162964
1648925723.9301207,273,0.5206999778747559
1648927425.3006835,274,0.2793999910354614
1648928934.5005367,275,0.27140000462532043
1648930670.557463,276,0.7953000068664551
1648932156.4318788,277,0.7465999722480774
1648934005.0792387,278,0.49380001425743103
1648935689.1438322,279,0.19089999794960022
1648937479.4542875,280,0.2775000035762787
1648939182.6479,281,0.2736000120639801
1648940905.9310186,282,0.6313999891281128
1648942660.7893004,283,0.7329000234603882
1648944125.9674501,284,0.7932999730110168
1648946092.272203,285,0.43209999799728394
1648947546.1262684,286,0.3522999882698059
1648949344.682732,287,0.8202999830245972
1648951291.3067486,288,0.666100025177002
1648953063.8397048,289,0.642799973487854
1648954898.3501947,290,0.3540000021457672
1648956569.3245986,291,0.8605999946594238
1648958245.8656127,292,0.609000027179718
1648959970.4362576,293,0.6733999848365784
1648961662.7410116,294,0.4814999997615814
1648963426.1027377,295,0.8324999809265137
1648965194.2798991,296,0.25589999556541443
1648967084.0557573,297,0.43220001459121704
1648968858.277682,298,0.6349999904632568
1648970561.4991434,299,0.40849998593330383
1648972201.8714983,300,0.41029998660087585
1648973791.9331062,301,0.24819999933242798
1648975690.6397526,302,0.5544999837875366
1648977659.2538903,303,0.6444000005722046
1648979821.6238186,304,0.5218999981880188
